id,userId,loginId,Algorithm,count_total_played,count_rec_played,count_refresh
191,58364,vKDMevt,TagSimilarity,1,0.0,0.0
192,58386,6idqDuz,PredictedRating,1,0.0,0.0
193,58572,7eShfRG,PredictedRating,3,0.0,0.0
194,58572,8yoicYU,FilmReleaseDate,1,0.0,0.0
195,58572,BHng8SO,FilmReleaseDate,1,0.0,0.0
196,58572,agatUZM,ShuffledTopPicks,4,0.0,0.0
197,58572,cWSv8s1,PredictedRating,2,0.0,0.0
198,58572,khsCcJS,ShuffledTopPicks,1,0.0,0.0
199,58881,8sCavoT,ShuffledTopPicks,1,0.0,0.0
200,58881,SVX3GFS,FilmReleaseDate,1,0.0,0.0
201,58881,dUgGHyS,PredictedRating,9,0.0,0.0
202,59059,ByQ21Sn,TagSimilarity,1,0.0,0.0
203,59059,Ct2Ayhw,FilmReleaseDate,2,0.0,0.0
204,59059,QCh0NvO,TagSimilarity,1,0.0,0.0
205,59059,WzhgfFV,ShuffledTopPicks,1,0.0,0.0
206,59059,a5ukzXU,TagSimilarity,1,0.0,0.0
207,59059,dtn6owJ,FilmReleaseDate,1,0.0,0.0
208,59059,itqMIBT,FilmReleaseDate,1,0.0,0.0
209,59059,v8kFBiS,TagSimilarity,1,0.0,0.0
210,59059,xBOa8dr,FilmReleaseDate,1,0.0,0.0
211,59304,r6nXaN1,TagSimilarity,2,0.0,0.0
212,59304,vIMsYrr,FilmReleaseDate,1,0.0,0.0
213,60285,VaMAof6,ShuffledTopPicks,1,0.0,0.0
214,66584,8OjKCcb,FilmReleaseDate,2,0.0,0.0
215,66584,D1i9KOC,TagSimilarity,1,0.0,0.0
216,66584,KDMVcPG,FilmReleaseDate,2,0.0,0.0
217,66584,OCp5b8K,PredictedRating,1,0.0,0.0
218,66584,VJ6tw4c,TagSimilarity,1,0.0,0.0
219,66584,hOfr1fC,TagSimilarity,1,0.0,0.0
220,66584,uuEnDPq,ShuffledTopPicks,1,0.0,0.0
221,70447,0s7ZqPp,ShuffledTopPicks,6,0.0,0.0
222,70447,6W1Phat,TagSimilarity,1,0.0,0.0
223,70447,QFoqMg4,FilmReleaseDate,1,0.0,0.0
224,70447,UmL6iCr,PredictedRating,1,0.0,0.0
225,70447,V9vIV9v,FilmReleaseDate,1,0.0,0.0
226,70447,XlxMNI1,PredictedRating,1,0.0,0.0
227,70447,Z0Dyyld,ShuffledTopPicks,1,0.0,0.0
228,70447,hg0Hmqs,PredictedRating,1,0.0,0.0
229,70447,uA6Jcj2,TagSimilarity,1,0.0,0.0
230,70548,vRNDHlq,TagSimilarity,5,1.0,0.0
231,70583,Igh6GDf,TagSimilarity,1,0.0,0.0
232,70583,PaTfhFG,TagSimilarity,1,0.0,0.0
233,70583,f6XTf4a,FilmReleaseDate,1,0.0,0.0
234,70583,hEgxydE,TagSimilarity,1,0.0,0.0
235,70608,fAE7Q65,PredictedRating,1,0.0,0.0
236,70608,fhhZ8eG,ShuffledTopPicks,1,0.0,0.0
237,70608,uX4OXiA,FilmReleaseDate,1,0.0,0.0
238,70612,2DbonL8,PredictedRating,1,0.0,0.0
239,70612,84Ik7DH,ShuffledTopPicks,2,0.0,0.0
240,71713,CBfJjiF,FilmReleaseDate,10,0.0,0.0
241,72505,JwpMu9s,ShuffledTopPicks,1,0.0,0.0
242,72973,3Q26XtD,TagSimilarity,1,0.0,0.0
243,72973,JX3VD14,TagSimilarity,1,0.0,0.0
244,72973,SitaTe2,ShuffledTopPicks,3,0.0,0.0
245,72973,VundA3K,FilmReleaseDate,1,0.0,0.0
246,72973,aRPZVQ7,ShuffledTopPicks,17,0.0,0.0
247,72973,bSkVg5t,FilmReleaseDate,1,0.0,0.0
248,72973,gS793NC,TagSimilarity,3,0.0,0.0
249,72973,hbLD9z0,ShuffledTopPicks,3,0.0,0.0
250,72973,jEqYu1q,TagSimilarity,4,0.0,0.0
251,72973,lOi3G0z,TagSimilarity,2,0.0,0.0
252,72973,nFrQwCD,FilmReleaseDate,19,0.0,0.0
253,72973,xyZQv3x,FilmReleaseDate,1,0.0,0.0
254,73585,WX903Fk,PredictedRating,2,0.0,0.0
255,73585,oUNGOj7,FilmReleaseDate,3,0.0,0.0
256,73710,bPiWNpP,ShuffledTopPicks,1,0.0,0.0
257,73745,13GfDns,FilmReleaseDate,4,2.0,0.0
258,73745,ILP9oFA,ShuffledTopPicks,2,0.0,0.0
259,73745,aGyADoW,FilmReleaseDate,2,0.0,0.0
260,73745,zLNC76i,PredictedRating,1,0.0,0.0
261,74146,cSHgjvU,ShuffledTopPicks,1,0.0,0.0
262,74279,Im49ht2,PredictedRating,1,0.0,0.0
263,74279,koODQ2f,ShuffledTopPicks,1,0.0,0.0
264,74946,0wlmyep,TagSimilarity,1,0.0,0.0
265,74946,Pa15Kpr,ShuffledTopPicks,1,0.0,0.0
266,74946,U3HnqeE,FilmReleaseDate,1,0.0,0.0
267,74946,bsjCsYJ,ShuffledTopPicks,1,0.0,0.0
268,74946,kJvJZRh,FilmReleaseDate,2,0.0,0.0
269,74946,p2ff6RW,TagSimilarity,1,0.0,0.0
270,74946,uh8MtdS,FilmReleaseDate,1,0.0,0.0
271,74946,ynCyhrM,PredictedRating,1,0.0,0.0
272,75270,3NTSY1B,FilmReleaseDate,3,0.0,0.0
273,75270,BvIeIrA,FilmReleaseDate,1,0.0,0.0
274,75270,Isry5ey,FilmReleaseDate,6,0.0,0.0
275,75270,RPNoVS8,FilmReleaseDate,1,0.0,0.0
276,75270,TUOY5yF,TagSimilarity,1,0.0,0.0
277,75270,UFxQSXI,PredictedRating,1,0.0,0.0
278,75270,WSq52H8,ShuffledTopPicks,1,0.0,0.0
279,75270,z7TXOSb,PredictedRating,1,0.0,0.0
280,75431,3hd4S7X,TagSimilarity,3,0.0,0.0
281,75434,gArwMT3,TagSimilarity,1,0.0,0.0
282,75454,kaYgvrE,PredictedRating,1,0.0,0.0
283,75513,CxujgIk,ShuffledTopPicks,1,0.0,0.0
284,75523,dhrtsE4,PredictedRating,1,0.0,0.0
285,82106,ty6tX58,PredictedRating,1,0.0,0.0
286,82106,z61VEaP,TagSimilarity,1,0.0,0.0
287,82117,H3wfhwI,PredictedRating,1,0.0,0.0
288,82158,y3LE3hk,FilmReleaseDate,1,0.0,0.0
289,82699,XJ3MZRL,FilmReleaseDate,1,0.0,0.0
290,82699,nbab74O,FilmReleaseDate,8,0.0,0.0
291,82724,kSoIrH0,ShuffledTopPicks,1,0.0,0.0
292,83003,Xf2bGvV,PredictedRating,2,0.0,0.0
293,83003,fPPqziE,FilmReleaseDate,2,0.0,0.0
294,83003,hbbPBdM,PredictedRating,7,0.0,0.0
295,83451,5vhQtFx,ShuffledTopPicks,1,0.0,0.0
296,83451,JGTwO7O,TagSimilarity,2,0.0,0.0
297,83451,W6NO9jG,TagSimilarity,2,0.0,0.0
298,83451,hpKCz08,PredictedRating,1,0.0,0.0
299,83451,lYV8DYj,TagSimilarity,3,0.0,0.0
300,83451,xnfkR77,ShuffledTopPicks,1,0.0,0.0
301,83451,yvn3Rz7,ShuffledTopPicks,1,0.0,0.0
302,84505,KXeTvNV,ShuffledTopPicks,2,0.0,0.0
303,84505,QYWegmw,PredictedRating,1,0.0,0.0
304,84505,d6LtjTo,ShuffledTopPicks,5,2.0,0.0
305,84505,jCK3AyE,FilmReleaseDate,1,0.0,0.0
306,84505,l7ehBpE,PredictedRating,1,0.0,0.0
307,84505,t7ri3Qk,PredictedRating,2,0.0,0.0
308,84505,xK2DEg6,PredictedRating,6,0.0,0.0
309,85245,AqNiIGn,TagSimilarity,1,0.0,0.0
310,86335,8aaT2nF,TagSimilarity,1,0.0,0.0
311,86335,NhPoKMD,FilmReleaseDate,1,0.0,0.0
312,86335,c4pMTNf,FilmReleaseDate,2,0.0,0.0
313,86442,pGEfL8g,TagSimilarity,1,0.0,0.0
314,86442,uNQxIn2,PredictedRating,1,0.0,0.0
315,86598,3OJP1of,FilmReleaseDate,1,0.0,0.0
316,86598,MCFGT8W,TagSimilarity,1,0.0,0.0
317,86598,dKmgDbL,FilmReleaseDate,2,0.0,0.0
318,86598,jbrIYZI,TagSimilarity,3,0.0,0.0
319,86598,r9QWTvV,PredictedRating,1,0.0,0.0
320,86598,z533xR2,ShuffledTopPicks,1,0.0,0.0
321,87053,2qIk3gM,TagSimilarity,3,0.0,0.0
322,87053,4gvxRQE,PredictedRating,4,0.0,0.0
323,87053,84EZ3jV,ShuffledTopPicks,13,0.0,0.0
324,87053,8Kw4SD0,FilmReleaseDate,2,0.0,0.0
325,87053,9Ic85PO,TagSimilarity,1,0.0,0.0
326,87053,BRVecfq,ShuffledTopPicks,4,0.0,0.0
327,87053,OkYvQfv,ShuffledTopPicks,2,1.0,0.0
328,87053,PIqJ5bI,TagSimilarity,1,0.0,0.0
329,87053,TFCGk7m,TagSimilarity,1,0.0,0.0
330,87053,VljSIJ1,TagSimilarity,2,0.0,0.0
331,87053,WTg3jJS,TagSimilarity,1,0.0,0.0
332,87053,eaBKCt1,TagSimilarity,1,0.0,0.0
333,87053,f97dLUX,TagSimilarity,5,0.0,0.0
334,87053,kpZbNvS,ShuffledTopPicks,3,0.0,0.0
335,87053,mneJ4QH,FilmReleaseDate,1,0.0,0.0
336,87053,nJBid5x,ShuffledTopPicks,1,0.0,0.0
337,87053,rEQrMco,TagSimilarity,2,0.0,0.0
338,87053,sYjQiq5,ShuffledTopPicks,1,0.0,0.0
339,87053,xp1IFT4,FilmReleaseDate,3,0.0,0.0
340,87207,4EQuANH,TagSimilarity,2,0.0,0.0
341,87207,4eMdsYi,PredictedRating,2,0.0,0.0
342,87207,6Hgjyj1,TagSimilarity,1,0.0,0.0
343,87207,93R1VbD,FilmReleaseDate,2,0.0,0.0
344,87207,AaX3HSL,ShuffledTopPicks,1,0.0,0.0
345,87207,Cb4L7fr,ShuffledTopPicks,1,0.0,0.0
346,87207,RpGytSC,PredictedRating,1,0.0,0.0
347,87207,biqQNUq,TagSimilarity,1,0.0,0.0
348,87207,dPs6qqw,TagSimilarity,3,1.0,0.0
349,87207,gnZ3bkB,PredictedRating,6,0.0,0.0
350,87207,joQ4ATI,FilmReleaseDate,2,0.0,0.0
351,87207,pnfsCSG,FilmReleaseDate,2,0.0,0.0
352,87207,vLtLH4y,PredictedRating,1,0.0,0.0
353,88017,QabeNXr,PredictedRating,1,0.0,0.0
354,88017,eilHKOt,ShuffledTopPicks,1,0.0,0.0
355,88034,9fpvpbI,PredictedRating,1,0.0,0.0
356,88034,AKZ2GRY,PredictedRating,2,0.0,0.0
357,88034,DOqlOJQ,ShuffledTopPicks,1,0.0,0.0
358,88034,hApKQZs,TagSimilarity,1,0.0,0.0
359,88034,munUpEP,TagSimilarity,1,0.0,0.0
360,88034,o7ApnV6,FilmReleaseDate,4,0.0,0.0
361,89829,7jq0I19,ShuffledTopPicks,2,0.0,0.0
362,89829,L0FFHhu,TagSimilarity,2,0.0,0.0
363,89829,xwyyFj3,FilmReleaseDate,2,0.0,0.0
364,89931,PWkZtD1,ShuffledTopPicks,1,0.0,0.0
365,89931,zrLAaMY,FilmReleaseDate,1,0.0,0.0
366,89958,53ebMis,ShuffledTopPicks,1,0.0,0.0
367,89958,ICv8C83,FilmReleaseDate,1,0.0,0.0
368,89958,dM4bVW0,FilmReleaseDate,2,0.0,0.0
369,89958,o3IkTKP,FilmReleaseDate,2,0.0,0.0
370,90388,AAH2aM7,ShuffledTopPicks,2,0.0,0.0
371,90388,ITqUlWz,PredictedRating,2,0.0,0.0
372,91131,4L2ZsqJ,PredictedRating,2,0.0,0.0
373,91405,clLWSew,FilmReleaseDate,1,0.0,0.0
374,92321,f33WU3i,ShuffledTopPicks,1,0.0,0.0
375,92321,fVLKsDW,TagSimilarity,1,0.0,0.0
376,92386,uYBDH3Q,TagSimilarity,1,0.0,0.0
377,92519,tIMh7P4,FilmReleaseDate,3,0.0,0.0
378,92798,ZgmLq7W,FilmReleaseDate,4,0.0,0.0
379,92897,XU2wOWW,PredictedRating,1,0.0,0.0
380,92897,doAnnkk,PredictedRating,1,0.0,0.0
381,93067,HdLWKLg,TagSimilarity,1,0.0,0.0
382,93067,WzOMuNu,ShuffledTopPicks,1,0.0,0.0
383,93171,3ugitKF,FilmReleaseDate,5,0.0,0.0
384,93171,9gH9jhh,TagSimilarity,1,0.0,0.0
385,93171,P66ahw5,FilmReleaseDate,3,0.0,0.0
386,93171,fUuNHYk,ShuffledTopPicks,1,0.0,0.0
387,93171,orcX4dH,FilmReleaseDate,1,0.0,0.0
388,93171,qSxB97b,PredictedRating,4,3.0,0.0
389,93171,rYB1afn,PredictedRating,8,0.0,0.0
390,93564,Z8e0pcH,FilmReleaseDate,1,0.0,0.0
391,93990,1NX7cT5,TagSimilarity,1,0.0,0.0
392,93990,1qeQeMV,FilmReleaseDate,1,0.0,0.0
393,93990,1rlUugB,TagSimilarity,1,0.0,0.0
394,93990,4tfUWDY,ShuffledTopPicks,1,0.0,0.0
395,93990,6T03d25,TagSimilarity,2,0.0,0.0
396,93990,6TIHMYl,PredictedRating,1,0.0,0.0
397,93990,8UdXMLh,PredictedRating,1,0.0,0.0
398,93990,AksGNmO,PredictedRating,1,0.0,0.0
399,93990,BApmRvK,FilmReleaseDate,1,0.0,0.0
400,93990,BpfJFIT,ShuffledTopPicks,1,0.0,0.0
401,93990,CIQOEJy,ShuffledTopPicks,1,0.0,0.0
402,93990,Ddxe5zp,PredictedRating,1,0.0,0.0
403,93990,EucTKb7,ShuffledTopPicks,1,0.0,0.0
404,93990,FXdHj07,ShuffledTopPicks,1,0.0,0.0
405,93990,Fwz1otn,TagSimilarity,1,0.0,0.0
406,93990,GVu8rJ6,FilmReleaseDate,1,0.0,0.0
407,93990,HoeByao,PredictedRating,1,0.0,0.0
408,93990,KUwCryO,FilmReleaseDate,4,0.0,0.0
409,93990,KscSEVd,PredictedRating,1,0.0,0.0
410,93990,LCfUSiE,TagSimilarity,1,0.0,0.0
411,93990,LMndOVi,ShuffledTopPicks,1,0.0,0.0
412,93990,NBhtpZ4,TagSimilarity,1,0.0,0.0
413,93990,OOr4qGb,ShuffledTopPicks,2,0.0,0.0
414,93990,PGzxxf8,PredictedRating,1,0.0,0.0
415,93990,PYF3boP,PredictedRating,3,0.0,0.0
416,93990,RrwJ3Kh,ShuffledTopPicks,1,0.0,0.0
417,93990,TnPmGCy,ShuffledTopPicks,1,0.0,0.0
418,93990,UZ7qLuz,TagSimilarity,1,0.0,0.0
419,93990,VBSXXZN,TagSimilarity,1,0.0,0.0
420,93990,W7Mt1KA,TagSimilarity,2,0.0,0.0
421,93990,X0ckZjc,TagSimilarity,1,0.0,0.0
422,93990,YXME82g,FilmReleaseDate,1,0.0,0.0
423,93990,Z2VZmJc,TagSimilarity,1,0.0,0.0
424,93990,cDdySXv,PredictedRating,1,0.0,0.0
425,93990,dOdDdpR,PredictedRating,2,0.0,0.0
426,93990,dmBTzk2,ShuffledTopPicks,1,0.0,0.0
427,93990,e8wfSN2,TagSimilarity,1,0.0,0.0
428,93990,f6kbC77,FilmReleaseDate,1,0.0,0.0
429,93990,gUVmDTC,FilmReleaseDate,1,0.0,0.0
430,93990,gcBl3QU,TagSimilarity,1,0.0,0.0
431,93990,itQZXlC,ShuffledTopPicks,1,0.0,0.0
432,93990,jobek9u,TagSimilarity,1,0.0,0.0
433,93990,jxlqe6c,FilmReleaseDate,1,0.0,0.0
434,93990,m46R9sq,TagSimilarity,2,0.0,0.0
435,93990,mCMjHta,FilmReleaseDate,2,0.0,0.0
436,93990,nIWDGP7,ShuffledTopPicks,1,0.0,0.0
